temperature_salon,humidity_salon,weather,weather1,temperature,humidity
25.25625,60.9625,2,rainy,25,60
25.21875,61,2,rainy,25,61
25.175,61.04375,1,sunny,25,61
25.08125,61.175,2,rainy,25,61
24.94375,61.39375,2,rainy,24,61
24.80625,61.625,2,rainy,24,61
24.6625,61.88125,3,cloudy,24,61
24.5125,62.14375,2,rainy,24,62
24.35625,62.45,2,rainy,24,62
24.18125,62.7875,2,rainy,24,62
23.99375,63.15625,1,sunny,23,63
23.81875,63.53125,1,sunny,23,63
23.65,63.90625,3,cloudy,23,63
23.46875,64.30625,3,cloudy,23,64
23.3125,64.65625,2,rainy,23,64
23.19375,64.8375,3,cloudy,23,64
23.08125,64.96875,2,rainy,23,64
22.99375,65.05625,1,sunny,22,65
22.91875,65.1,1,sunny,22,65
22.890625,65.028125,2,rainy,22,65
22.909375,64.846875,3,cloudy,22,64
22.946875,64.646875,1,sunny,22,64
22.990625,64.440625,3,cloudy,22,64
23.053125,64.196875,2,rainy,23,64
23.128125,63.909375,3,cloudy,23,63
23.221875,63.603125,3,cloudy,23,63
23.328125,63.278125,2,rainy,23,63
23.434375,62.928125,2,rainy,23,62
23.553125,62.56875,2,rainy,23,62
23.684375,62.2,2,rainy,23,62
23.796875,61.89375,3,cloudy,23,61
23.878125,61.74375,2,rainy,23,61
23.959375,61.6375,1,sunny,23,61
24.021875,61.575,1,sunny,24,61
24.084375,61.625,1,sunny,24,61
24.14375,61.678125,2,rainy,24,61
24.20625,61.778125,2,rainy,24,61
24.26875,61.928125,3,cloudy,24,61
24.35,62.053125,3,cloudy,24,62
24.43125,62.228125,3,cloudy,24,62
24.53125,62.596875,2,rainy,24,62
24.6375,62.971875,2,rainy,24,62
24.75625,63.028125,1,sunny,24,63
24.86875,63.065625,2,rainy,24,63
24.98125,63.0375,1,sunny,24,63
25.09375,62.85,3,cloudy,25,62
25.20625,62.675,3,cloudy,25,62
25.3125,62.5125,3,cloudy,25,62
25.41875,62.325,1,sunny,25,62
25.53125,62.1125,3,cloudy,25,62
25.65,61.765625,1,sunny,25,61
25.775,61.384375,1,sunny,25,61
25.9,60.940625,2,rainy,25,60
26.00625,60.334375,1,sunny,26,60
26.1,59.753125,3,cloudy,26,59
26.18125,59.146875,2,rainy,26,59
26.24375,58.340625,3,cloudy,26,58
26.3,57.509375,3,cloudy,26,57
26.34375,57.009375,3,cloudy,26,57
26.3875,56.596875,3,cloudy,26,56
26.425,56.271875,3,cloudy,26,56
26.45625,56.121875,2,rainy,26,56
26.48125,55.928125,1,sunny,26,55
26.50625,55.653125,2,rainy,26,55
26.51875,55.409375,2,rainy,26,55
26.53125,55.134375,2,rainy,26,55
26.53125,54.9,3,cloudy,26,54
26.525,54.8875,1,sunny,26,54
26.5125,54.99375,1,sunny,26,54
26.49375,55.225,2,rainy,26,55
26.475,55.44375,1,sunny,26,55
26.475,55.65625,2,rainy,26,55
26.46875,55.81875,2,rainy,26,55
26.45625,56,1,sunny,26,56
26.44375,56.14375,2,rainy,26,56
26.43125,56.1875,2,rainy,26,56
26.4125,56.2375,3,cloudy,26,56
26.3875,56.2125,2,rainy,26,56
26.35,56.28125,1,sunny,26,56
26.3125,56.43125,2,rainy,26,56
26.28125,56.58125,1,sunny,26,56
26.23125,56.8,2,rainy,26,56
26.20625,57.03125,1,sunny,26,57
26.175,57.10625,2,rainy,26,57
26.15,57.1,2,rainy,26,57
26.13125,57.1,2,rainy,26,57
26.10625,57.125,1,sunny,26,57
26.06875,57.14375,2,rainy,26,57
26.0375,57.2125,1,sunny,26,57
26,57.26875,2,rainy,26,57
25.9625,57.34375,1,sunny,25,57
25.925,57.44375,2,rainy,25,57
25.89375,57.49375,3,cloudy,25,57
25.8625,57.5875,2,rainy,25,57
25.85,57.6375,3,cloudy,25,57
25.83125,57.6625,1,sunny,25,57
25.8125,57.68125,3,cloudy,25,57
25.80625,57.7,2,rainy,25,57
25.775,57.7125,1,sunny,25,57
25.75,57.6875,2,rainy,25,57
25.71875,57.61875,2,rainy,25,57
25.69375,57.5375,1,sunny,25,57
25.66875,57.4375,3,cloudy,25,57
25.6375,57.34375,1,sunny,25,57
25.60625,57.20625,2,rainy,25,57
25.575,57.0875,2,rainy,25,57
25.54375,56.94375,2,rainy,25,56
25.5125,56.8,1,sunny,25,56
25.48125,56.65,1,sunny,25,56
25.45625,56.51875,1,sunny,25,56
25.425,56.40625,1,sunny,25,56
25.4,56.3125,3,cloudy,25,56
25.3625,56.2125,3,cloudy,25,56
25.33125,56.1125,3,cloudy,25,56
25.30625,56,2,rainy,25,56
25.2875,55.875,1,sunny,25,55
25.25625,55.83125,1,sunny,25,55
25.225,55.79375,1,sunny,25,55
25.19375,55.75625,3,cloudy,25,55
25.16875,55.6875,1,sunny,25,55
25.1375,55.575,3,cloudy,25,55
25.1125,55.44375,1,sunny,25,55
25.0875,55.35,1,sunny,25,55
25.05,55.375,3,cloudy,25,55
25.0125,55.49375,1,sunny,25,55
25.00625,55.40625,2,rainy,25,55
25.003125,55.228125,3,cloudy,25,55
25,55.0625,3,cloudy,25,55
25.003125,54.996875,3,cloudy,25,54
25.0140625,54.7890625,2,rainy,25,54
25.021875,54.634375,3,cloudy,25,54
25.02890625,54.46328125,3,cloudy,25,54
25.05390625,54.20078125,1,sunny,25,54
25.084375,53.890625,2,rainy,25,53
25.1203125,53.5453125,3,cloudy,25,53
25.16171875,53.18984375,1,sunny,25,53
25.21484375,52.88046875,3,cloudy,25,52
25.26484375,52.49921875,3,cloudy,25,52
25.32890625,52.09453125,1,sunny,25,52
25.4109375,51.5421875,2,rainy,25,51
25.4984375,50.8796875,3,cloudy,25,50
25.5484375,50.2921875,1,sunny,25,50
25.6015625,49.7328125,3,cloudy,25,49
25.6734375,49.1109375,2,rainy,25,49
25.7453125,48.3453125,2,rainy,25,48
25.815625,47.709375,3,cloudy,25,47
25.8890625,47.0765625,1,sunny,25,47
25.96328125,46.52265625,1,sunny,25,46
26.05078125,45.95390625,2,rainy,26,45
26.1328125,45.4890625,3,cloudy,26,45
26.203125,45.053125,1,sunny,26,45
26.28671875,44.61484375,3,cloudy,26,44
26.37109375,44.26796875,3,cloudy,26,44
26.45859375,43.97421875,1,sunny,26,43
26.53828125,43.71640625,1,sunny,26,43
26.625,43.575,3,cloudy,26,43
26.70625,43.45,3,cloudy,26,43
26.79375,43.4875,3,cloudy,26,43
26.8875,43.5625,1,sunny,26,43
26.9625,43.66875,2,rainy,26,43
27.04375,43.8125,2,rainy,27,43
27.10625,43.99375,1,sunny,27,43
27.175,44.20625,3,cloudy,27,44
27.2375,44.41875,2,rainy,27,44
27.2875,44.63125,3,cloudy,27,44
27.3375,44.7,3,cloudy,27,44
27.39375,44.81875,3,cloudy,27,44
27.425,44.8875,3,cloudy,27,44
27.44375,44.8125,2,rainy,27,44
27.44375,44.8,3,cloudy,27,44
27.428125,44.76875,3,cloudy,27,44
27.390625,44.675,2,rainy,27,44
27.346875,44.70625,1,sunny,27,44
27.315625,44.78125,2,rainy,27,44
27.271875,44.84375,1,sunny,27,44
27.228125,44.9125,1,sunny,27,44
27.171875,44.99375,3,cloudy,27,44
27.121875,45.025,1,sunny,27,45
27.059375,45,1,sunny,27,45
26.984375,44.94375,3,cloudy,26,44
26.903125,44.94375,3,cloudy,26,44
26.815625,45.028125,3,cloudy,26,45
26.721875,45.078125,3,cloudy,26,45
26.634375,45.221875,2,rainy,26,45
26.553125,45.490625,2,rainy,26,45
26.484375,45.734375,2,rainy,26,45
26.41875,45.990625,2,rainy,26,45
26.3625,46.253125,2,rainy,26,46
26.30625,46.434375,1,sunny,26,46
26.2375,46.546875,3,cloudy,26,46
26.175,46.678125,1,sunny,26,46
26.10625,46.840625,2,rainy,26,46
26.04375,47.028125,3,cloudy,26,47
25.9875,47.221875,3,cloudy,25,47
25.93125,47.415625,2,rainy,25,47
25.88125,47.615625,3,cloudy,25,47
25.825,47.834375,2,rainy,25,47
25.775,48.04375,3,cloudy,25,48
25.725,48.275,3,cloudy,25,48
25.675,48.50625,2,rainy,25,48
25.625,48.7125,2,rainy,25,48
25.575,48.91875,3,cloudy,25,48
25.525,49.1,3,cloudy,25,49
25.475,49.2625,1,sunny,25,49
25.43125,49.40625,1,sunny,25,49
25.375,49.5375,1,sunny,25,49
25.31875,49.64375,1,sunny,25,49
25.26875,49.73125,1,sunny,25,49
25.23125,49.8,2,rainy,25,49
25.175,49.88125,3,cloudy,25,49
25.125,49.91875,1,sunny,25,49
25.075,49.9375,1,sunny,25,49
25.0375,49.9375,1,sunny,25,49
24.9875,49.925,1,sunny,24,49
24.95,49.88125,2,rainy,24,49
24.91875,49.8375,1,sunny,24,49
24.8875,49.7875,1,sunny,24,49
24.8625,49.875,2,rainy,24,49
24.85,49.8625,2,rainy,24,49
24.8375,49.80625,3,cloudy,24,49
24.83125,49.74375,3,cloudy,24,49
24.8375,49.65,1,sunny,24,49
24.85,49.575,2,rainy,24,49
24.86875,49.45,2,rainy,24,49
24.8875,49.26875,3,cloudy,24,49
24.91875,49.0875,2,rainy,24,49
24.96875,48.9125,3,cloudy,24,48
25.025,48.78125,3,cloudy,25,48
25.08125,48.7,3,cloudy,25,48
25.1625,48.6375,1,sunny,25,48
25.24375,48.6,3,cloudy,25,48
25.3375,48.7125,1,sunny,25,48
25.4375,48.7875,1,sunny,25,48
25.54375,48.675,1,sunny,25,48
25.64375,48.63125,2,rainy,25,48
25.7375,48.6125,2,rainy,25,48
25.825,48.56875,2,rainy,25,48
25.90625,48.5375,1,sunny,25,48
25.99375,48.45,3,cloudy,25,48
26.06875,48.425,2,rainy,26,48
26.1375,48.45625,1,sunny,26,48
26.20625,48.4875,2,rainy,26,48
26.2625,48.5125,1,sunny,26,48
26.33125,48.55625,1,sunny,26,48
26.4,48.4625,1,sunny,26,48
26.46875,48.39375,2,rainy,26,48
26.53125,48.30625,2,rainy,26,48
26.58125,48.2,1,sunny,26,48
26.6375,48.025,2,rainy,26,48
26.7,47.925,1,sunny,26,47
26.76875,47.85,1,sunny,26,47
26.85,47.7375,3,cloudy,26,47
26.93125,47.6,2,rainy,26,47
27.01875,47.4125,3,cloudy,27,47
27.090625,47.334375,2,rainy,27,47
27.165625,47.309375,2,rainy,27,47
27.246875,47.253125,1,sunny,27,47
27.328125,47.196875,1,sunny,27,47
27.409375,47.209375,2,rainy,27,47
27.478125,47.128125,3,cloudy,27,47
27.540625,47.146875,3,cloudy,27,47
27.590625,47.140625,1,sunny,27,47
27.628125,47.134375,2,rainy,27,47
27.653125,46.996875,2,rainy,27,46
27.659375,46.996875,3,cloudy,27,46
27.646875,46.996875,2,rainy,27,46
27.621875,47.003125,1,sunny,27,47
27.590625,47.096875,1,sunny,27,47
27.559375,47.265625,1,sunny,27,47
27.521875,47.540625,3,cloudy,27,47
27.48125,47.7875,3,cloudy,27,47
27.4375,47.9625,1,sunny,27,47
27.38125,48.18125,3,cloudy,27,48
27.31875,48.4125,3,cloudy,27,48
27.24375,48.59375,1,sunny,27,48
27.175,48.79375,1,sunny,27,48
27.1125,49.05625,1,sunny,27,49
27.05,49.25,2,rainy,27,49
26.96875,49.45625,2,rainy,26,49
26.89375,49.66875,3,cloudy,26,49
26.825,49.85625,2,rainy,26,49
26.75,50.0125,2,rainy,26,50
26.68125,50.15625,2,rainy,26,50
26.6,50.29375,2,rainy,26,50
26.5125,50.425,3,cloudy,26,50
26.41875,50.54375,2,rainy,26,50
26.325,50.6375,3,cloudy,26,50
26.23125,50.75,2,rainy,26,50
26.1375,50.85,2,rainy,26,50
26.05,50.94375,1,sunny,26,50
25.95625,51.04375,2,rainy,25,51
25.85,51.16875,2,rainy,25,51
25.73125,51.225,2,rainy,25,51
25.61875,51.33125,2,rainy,25,51
25.53125,51.425,2,rainy,25,51
25.45,51.4875,1,sunny,25,51
25.36875,51.5375,2,rainy,25,51
25.2875,51.58125,1,sunny,25,51
25.2,51.64375,2,rainy,25,51
25.1125,51.68125,1,sunny,25,51
25.03125,51.70625,1,sunny,25,51
24.95,51.7,1,sunny,24,51
24.88125,51.68125,3,cloudy,24,51
24.81875,51.64375,1,sunny,24,51
24.75,51.61875,2,rainy,24,51
24.6875,51.5875,3,cloudy,24,51
24.64375,51.76875,1,sunny,24,51
24.6125,51.7625,2,rainy,24,51
24.625,51.89375,2,rainy,24,51
24.6375,51.91875,2,rainy,24,51
24.6625,51.8625,1,sunny,24,51
24.68125,51.80625,1,sunny,24,51
24.70625,51.7375,3,cloudy,24,51
24.75,51.65625,1,sunny,24,51
24.79375,51.56875,3,cloudy,24,51
24.85625,51.5125,3,cloudy,24,51
24.925,51.43125,1,sunny,24,51
25,51.34375,2,rainy,25,51
25.075,51.24375,2,rainy,25,51
25.15,51.15,2,rainy,25,51
25.2375,51.05,3,cloudy,25,51
25.325,50.925,1,sunny,25,50
25.4125,50.54375,2,rainy,25,50
25.4875,50.33125,1,sunny,25,50
25.53125,49.96875,2,rainy,25,49
25.56875,49.7375,2,rainy,25,49
25.6,49.58125,3,cloudy,25,49
25.6375,49.6875,1,sunny,25,49
25.68125,49.775,1,sunny,25,49
25.73125,49.84375,1,sunny,25,49
25.79375,49.93125,2,rainy,25,49
25.85,49.90625,2,rainy,25,49
25.9,49.8625,1,sunny,25,49
25.96875,49.81875,3,cloudy,25,49
26.03125,49.78125,1,sunny,26,49
26.09375,49.73125,2,rainy,26,49
26.15625,49.68125,2,rainy,26,49
26.2125,49.675,3,cloudy,26,49
26.2625,49.725,3,cloudy,26,49
26.31875,49.8125,1,sunny,26,49
26.375,49.9125,3,cloudy,26,49
26.43125,50.00625,1,sunny,26,50
26.4875,50.1125,1,sunny,26,50
26.54375,49.98125,3,cloudy,26,49
26.59375,49.8875,2,rainy,26,49
26.63125,49.8125,1,sunny,26,49
26.6625,49.725,1,sunny,26,49
26.7,49.71875,1,sunny,26,49
26.725,49.76875,2,rainy,26,49
26.75,49.81875,2,rainy,26,49
26.775,49.875,2,rainy,26,49
26.8,49.95,2,rainy,26,49
26.825,49.99375,1,sunny,26,49
26.85,50.01875,3,cloudy,26,50
26.86875,50.0125,3,cloudy,26,50
26.8875,49.975,2,rainy,26,49
26.9125,49.9875,3,cloudy,26,49
26.94375,50,1,sunny,26,50
26.96875,50.01875,1,sunny,26,50
26.99375,50.0625,1,sunny,26,50
27.01875,50.0875,3,cloudy,27,50
27.05,50.09375,2,rainy,27,50
27.0875,50.11875,1,sunny,27,50
27.11875,50.15,3,cloudy,27,50
27.15625,50.0875,1,sunny,27,50
27.1875,50.05,2,rainy,27,50
27.21875,49.99375,1,sunny,27,49
27.24375,49.975,3,cloudy,27,49
27.26875,49.975,3,cloudy,27,49
27.29375,49.9625,3,cloudy,27,49
27.31875,49.96875,1,sunny,27,49
27.3375,49.98125,3,cloudy,27,49
27.34375,49.9375,2,rainy,27,49
27.33125,49.8875,1,sunny,27,49
27.325,49.8,2,rainy,27,49
27.3125,49.66875,2,rainy,27,49
27.2875,49.5375,3,cloudy,27,49
27.25625,49.4125,1,sunny,27,49
27.2,49.31875,2,rainy,27,49
27.140625,49.234375,1,sunny,27,49
27.084375,49.246875,2,rainy,27,49
27.021875,49.259375,2,rainy,27,49
26.953125,49.296875,2,rainy,26,49
26.890625,49.303125,1,sunny,26,49
26.828125,49.303125,3,cloudy,26,49
26.759375,49.303125,1,sunny,26,49
26.696875,49.271875,3,cloudy,26,49
26.640625,49.240625,1,sunny,26,49
26.578125,49.196875,2,rainy,26,49
26.528125,49.159375,1,sunny,26,49
26.478125,49.146875,2,rainy,26,49
26.421875,49.146875,2,rainy,26,49
26.365625,49.165625,3,cloudy,26,49
26.309375,49.209375,1,sunny,26,49
26.2171875,49.44375,2,rainy,26,49
26.1171875,49.65625,1,sunny,26,49
26.0203125,49.859375,1,sunny,26,49
25.9109375,50.05,2,rainy,25,50
25.8125,50.23125,2,rainy,25,50
25.7125,50.40625,3,cloudy,25,50
25.6015625,50.6,3,cloudy,25,50
25.5,50.8140625,3,cloudy,25,50
25.4,51.2171875,2,rainy,25,51
25.30625,51.490625,3,cloudy,25,51
25.2453125,51.8875,1,sunny,25,51
25.1890625,52.1890625,2,rainy,25,52
25.1375,52.428125,2,rainy,25,52
25.0921875,52.6546875,3,cloudy,25,52
25.0578125,52.86875,1,sunny,25,52
25.0296875,53.0765625,3,cloudy,25,53
25.05,53.0359375,3,cloudy,25,53
25.0875,53.025,2,rainy,25,53
25.13125,52.9890625,2,rainy,25,52
25.1828125,52.940625,1,sunny,25,52
25.2359375,52.8859375,1,sunny,25,52
25.290625,52.828125,2,rainy,25,52
25.3609375,52.7625,3,cloudy,25,52
25.434375,52.7234375,3,cloudy,25,52
25.5140625,52.4578125,2,rainy,25,52
25.584375,52.3140625,1,sunny,25,52
25.6359375,52.0515625,3,cloudy,25,52
25.6828125,51.8859375,3,cloudy,25,51
25.7296875,51.7765625,2,rainy,25,51
25.7828125,51.8546875,1,sunny,25,51
25.8421875,51.925,3,cloudy,25,51
25.9109375,52.025,2,rainy,25,52
25.9921875,52.153125,1,sunny,25,52
26.0703125,52.1796875,1,sunny,26,52
26.14375,52.1828125,2,rainy,26,52
26.234375,52.1734375,1,sunny,26,52
26.321875,52.153125,1,sunny,26,52
26.4109375,52.0671875,1,sunny,26,52
26.4953125,51.9453125,2,rainy,26,51
26.575,51.775,3,cloudy,26,51
26.646875,51.65,3,cloudy,26,51
26.721875,51.5796875,2,rainy,26,51
26.7921875,51.5203125,2,rainy,26,51
26.8625,51.4515625,1,sunny,26,51
26.9296875,51.3890625,3,cloudy,26,51
26.99375,51.15625,1,sunny,26,51
27.071875,51.221875,1,sunny,27,51
27.14375,51.2296875,1,sunny,27,51
27.215625,51.2015625,3,cloudy,27,51
27.284375,51.2109375,3,cloudy,27,51
27.3546875,51.209375,3,cloudy,27,51
27.415625,51.0640625,3,cloudy,27,51
27.475,50.975,3,cloudy,27,50
27.48125,51.0875,2,rainy,27,51
27.546875,51.065625,1,sunny,27,51
27.6109375,51.0203125,1,sunny,27,51
27.678125,51.0109375,3,cloudy,27,51
27.7484375,50.9609375,3,cloudy,27,50
27.815625,50.9515625,2,rainy,27,50
27.8859375,50.940625,3,cloudy,27,50
27.9484375,50.9203125,3,cloudy,27,50
28.0046875,50.9265625,2,rainy,28,50
28.0296875,50.6734375,3,cloudy,28,50
28.0390625,50.4671875,2,rainy,28,50
28.0421875,50.2859375,3,cloudy,28,50
28.0390625,50.1609375,3,cloudy,28,50
28.0328125,50.0953125,2,rainy,28,50
28.0203125,50.2203125,3,cloudy,28,50
28,50.35,1,sunny,28,50
28.028125,50.34375,2,rainy,28,50
27.99375,50.55625,3,cloudy,27,50
27.953125,50.821875,3,cloudy,27,50
27.90625,51.134375,1,sunny,27,51
27.859375,51.428125,1,sunny,27,51
27.8125,51.7125,1,sunny,27,51
27.7625,51.978125,2,rainy,27,51
27.7,52.2625,3,cloudy,27,52
27.640625,52.525,3,cloudy,27,52
27.5875,52.775,3,cloudy,27,52
27.534375,53.00625,2,rainy,27,53
27.478125,53.196875,1,sunny,27,53
27.41875,53.36875,2,rainy,27,53
27.35625,53.496875,1,sunny,27,53
27.290625,53.596875,2,rainy,27,53
27.209375,53.665625,2,rainy,27,53
27.128125,53.74375,1,sunny,27,53
27.046875,53.778125,2,rainy,27,53
26.96875,53.784375,2,rainy,26,53
26.884375,53.734375,3,cloudy,26,53
26.790625,53.7,1,sunny,26,53
26.6875,53.634375,2,rainy,26,53
26.584375,53.590625,1,sunny,26,53
26.49375,53.559375,2,rainy,26,53
26.40625,53.553125,1,sunny,26,53
26.315625,53.5375,3,cloudy,26,53
26.221875,53.5375,1,sunny,26,53
26.128125,53.546875,3,cloudy,26,53
26.034375,53.546875,3,cloudy,26,53
25.94375,53.596875,2,rainy,25,53
25.846875,53.659375,2,rainy,25,53
25.775,53.70625,3,cloudy,25,53
25.703125,53.759375,2,rainy,25,53
25.625,53.809375,3,cloudy,25,53
25.55,53.8875,3,cloudy,25,53
25.48125,54.065625,2,rainy,25,54
25.425,54.1625,2,rainy,25,54
25.39375,54.334375,1,sunny,25,54
25.365625,54.446875,1,sunny,25,54
25.346875,54.49375,2,rainy,25,54
25.325,54.5,2,rainy,25,54
25.309375,54.503125,2,rainy,25,54
25.309375,54.496875,1,sunny,25,54
25.30625,54.503125,3,cloudy,25,54
25.31875,54.5375,2,rainy,25,54
25.3375,54.546875,2,rainy,25,54
25.365625,54.5375,2,rainy,25,54
25.396875,54.528125,1,sunny,25,54
25.43125,54.50625,3,cloudy,25,54
25.484375,54.475,2,rainy,25,54
25.54375,54.521875,2,rainy,25,54
25.615625,54.371875,1,sunny,25,54
25.68125,54.296875,1,sunny,25,54
25.740625,54.134375,3,cloudy,25,54
25.796875,54.034375,3,cloudy,25,54
25.859375,53.971875,1,sunny,25,53
25.928125,54.021875,1,sunny,25,54
26.003125,54.075,1,sunny,26,54
26.090625,54.20625,1,sunny,26,54
26.190625,54.375,2,rainy,26,54
26.290625,54.453125,3,cloudy,26,54
26.3875,54.503125,2,rainy,26,54
26.5,54.528125,1,sunny,26,54
26.6125,54.525,2,rainy,26,54
26.728125,54.403125,1,sunny,26,54
26.834375,54.209375,2,rainy,26,54
26.9375,53.875,2,rainy,26,53
27.03125,53.575,2,rainy,27,53
27.125,53.346875,1,sunny,27,53
27.209375,53.128125,2,rainy,27,53
27.29375,52.896875,3,cloudy,27,52
27.371875,52.665625,3,cloudy,27,52
27.44375,52.33125,1,sunny,27,52
27.5140625,52.50625,2,rainy,27,52
27.5734375,52.5328125,2,rainy,27,52
27.6328125,52.5140625,1,sunny,27,52
27.6828125,52.5375,2,rainy,27,52
27.734375,52.55,3,cloudy,27,52
27.778125,52.38125,1,sunny,27,52
27.81953125,52.26796875,3,cloudy,27,52
27.83203125,52.32734375,3,cloudy,27,52
27.88046875,52.34140625,3,cloudy,27,52
27.92578125,52.34609375,3,cloudy,27,52
27.97265625,52.40703125,2,rainy,27,52
28.02421875,52.42734375,2,rainy,28,52
28.07578125,52.50703125,2,rainy,28,52
28.13203125,52.58828125,3,cloudy,28,52
28.18203125,52.66171875,3,cloudy,28,52
28.23046875,52.77578125,3,cloudy,28,52
28.26484375,52.39609375,3,cloudy,28,52
28.28515625,52.08671875,2,rainy,28,52
28.30234375,51.81171875,1,sunny,28,51
28.31328125,51.57734375,3,cloudy,28,51
28.31953125,51.39453125,1,sunny,28,51
28.31953125,51.44453125,3,cloudy,28,51
28.309375,51.515625,2,rainy,28,51
28.3234375,51.534375,1,sunny,28,51
28.3,51.74375,3,cloudy,28,51
28.2703125,52.0265625,3,cloudy,28,52
28.2375,52.4046875,1,sunny,28,52
28.2015625,52.7453125,3,cloudy,28,52
28.1625,53.040625,2,rainy,28,53
28.11875,53.3421875,3,cloudy,28,53
28.065625,53.665625,2,rainy,28,53
28.0140625,53.953125,3,cloudy,28,53
27.96875,54.234375,1,sunny,27,54
27.9265625,54.503125,1,sunny,27,54
27.8765625,54.7171875,3,cloudy,27,54
27.828125,54.90625,2,rainy,27,54
27.778125,55.0328125,3,cloudy,27,55
27.7265625,55.1234375,3,cloudy,27,55
27.6515625,55.1796875,3,cloudy,27,55
27.5765625,55.240625,1,sunny,27,55
27.5015625,55.2421875,3,cloudy,27,55
27.428125,55.2046875,3,cloudy,27,55
27.3484375,55.0796875,3,cloudy,27,55
27.2609375,54.965625,1,sunny,27,54
27.165625,54.8390625,3,cloudy,27,54
27.0671875,54.7203125,1,sunny,27,54
26.975,54.6265625,2,rainy,26,54
26.884375,54.5859375,3,cloudy,26,54
26.7890625,54.5375,2,rainy,26,54
26.6890625,54.515625,3,cloudy,26,54
26.5921875,54.4984375,2,rainy,26,54
26.4953125,54.4796875,1,sunny,26,54
26.4,54.5421875,3,cloudy,26,54
26.2953125,54.6390625,1,sunny,26,54
26.221875,54.71875,2,rainy,26,54
26.1453125,54.8171875,3,cloudy,26,54
26.0625,54.9046875,2,rainy,26,54
25.98125,55.0375,3,cloudy,25,55
25.9,55.2140625,3,cloudy,25,55
25.83125,55.3625,2,rainy,25,55
25.778125,55.5546875,2,rainy,25,55
25.7296875,55.7109375,2,rainy,25,55
25.6890625,55.809375,1,sunny,25,55
25.646875,55.846875,3,cloudy,25,55
25.6109375,55.8859375,3,cloudy,25,55
25.5890625,55.9171875,2,rainy,25,55
25.5625,55.9703125,1,sunny,25,55
25.55,56.05,3,cloudy,25,56
25.54375,56.1046875,1,sunny,25,56
25.5484375,56.134375,2,rainy,25,56
25.5578125,56.1703125,1,sunny,25,56
25.571875,56.184375,3,cloudy,25,56
25.6078125,56.1875,2,rainy,25,56
25.653125,56.3203125,3,cloudy,25,56
25.7171875,56.2859375,1,sunny,25,56
25.778125,56.2796875,2,rainy,25,56
25.8453125,56.2171875,3,cloudy,25,56
25.9109375,56.1828125,3,cloudy,25,56
25.9890625,56.1671875,1,sunny,25,56
26.0734375,56.1890625,2,rainy,26,56
26.1640625,56.225,2,rainy,26,56
26.2703125,56.3875,2,rainy,26,56
26.3890625,56.596875,1,sunny,26,56
26.5109375,56.7265625,2,rainy,26,56
26.63125,56.8234375,3,cloudy,26,56
26.765625,56.8828125,3,cloudy,26,56
26.903125,56.896875,2,rainy,26,56
27.0453125,56.7390625,1,sunny,27,56
27.1734375,56.4734375,1,sunny,27,56
27.3,55.975,1,sunny,27,55
27.415625,55.5,3,cloudy,27,55
27.528125,55.1140625,2,rainy,27,55
27.6265625,54.7359375,3,cloudy,27,54
27.725,54.3421875,1,sunny,27,54
27.8140625,53.9421875,2,rainy,27,53
27.89375,53.50625,2,rainy,27,53
27.95625,53.790625,3,cloudy,27,53
28.003125,53.8359375,2,rainy,28,53
28.05,53.8265625,1,sunny,28,53
28.08125,53.8640625,2,rainy,28,53
28.1140625,53.890625,3,cloudy,28,53
28.140625,53.6984375,3,cloudy,28,53
28.1640625,53.5609375,3,cloudy,28,53
28.1828125,53.5671875,1,sunny,28,53
28.2140625,53.6171875,2,rainy,28,53
28.240625,53.671875,2,rainy,28,53
28.2671875,53.803125,3,cloudy,28,53
28.3,53.89375,2,rainy,28,53
28.3359375,54.0625,3,cloudy,28,54
28.378125,54.2359375,1,sunny,28,54
28.415625,54.403125,2,rainy,28,54
28.45625,54.625,2,rainy,28,54
28.5,54.11875,2,rainy,28,54
28.53125,53.70625,2,rainy,28,53
28.5625,53.3375,3,cloudy,28,53
28.5875,52.99375,2,rainy,28,52
28.60625,52.69375,2,rainy,28,52
28.61875,52.66875,3,cloudy,28,52
28.61875,52.68125,1,sunny,28,52
28.61875,52.725,1,sunny,28,52
28.60625,52.93125,1,sunny,28,52
28.5875,53.23125,3,cloudy,28,53
28.56875,53.675,1,sunny,28,53
28.54375,54.0625,3,cloudy,28,54
28.5125,54.36875,1,sunny,28,54
28.475,54.70625,3,cloudy,28,54
28.43125,55.06875,2,rainy,28,55
28.3875,55.38125,3,cloudy,28,55
28.35,55.69375,1,sunny,28,55
28.31875,56,2,rainy,28,56
28.275,56.2375,3,cloudy,28,56
28.2375,56.44375,3,cloudy,28,56
28.2,56.56875,1,sunny,28,56
28.1625,56.65,2,rainy,28,56
28.09375,56.69375,1,sunny,28,56
28.025,56.7375,2,rainy,28,56
27.95625,56.70625,1,sunny,27,56
27.8875,56.625,3,cloudy,27,56
27.8125,56.425,3,cloudy,27,56
27.73125,56.23125,1,sunny,27,56
27.64375,56.04375,3,cloudy,27,56
27.55,55.85,1,sunny,27,55
27.45625,55.69375,2,rainy,27,55
27.3625,55.61875,1,sunny,27,55
27.2625,55.5375,3,cloudy,27,55
27.15625,55.49375,1,sunny,27,55
27.05625,55.45,2,rainy,27,55
26.95625,55.4125,2,rainy,26,55
26.85625,55.4875,3,cloudy,26,55
26.74375,55.61875,2,rainy,26,55
