weather,weather1,temperature,humidity
2,rainy,21,62
1,sunny,21,62
2,rainy,21,63
1,sunny,21,63
3,cloudy,21,63
2,rainy,20,63
1,sunny,20,63
2,rainy,20,63
3,cloudy,20,63
2,rainy,20,63
3,cloudy,20,63
1,sunny,20,63
2,rainy,20,63
1,sunny,20,63
2,rainy,20,62
3,cloudy,20,63
2,rainy,20,63
1,sunny,20,63
1,sunny,20,64
3,cloudy,20,64
1,sunny,20,65
3,cloudy,20,65
3,cloudy,20,66
3,cloudy,20,66
2,rainy,21,66
1,sunny,21,66
3,cloudy,21,66
1,sunny,21,66
1,sunny,21,65
2,rainy,21,65
1,sunny,21,65
1,sunny,21,65
2,rainy,21,64
3,cloudy,22,64
1,sunny,22,63
3,cloudy,22,62
1,sunny,22,61
1,sunny,22,60
2,rainy,22,59
3,cloudy,22,59
3,cloudy,23,58
1,sunny,23,58
3,cloudy,23,58
3,cloudy,23,57
2,rainy,23,57
1,sunny,23,57
3,cloudy,23,57
3,cloudy,23,57
1,sunny,23,56
2,rainy,23,56
3,cloudy,23,56
2,rainy,23,56
2,rainy,23,56
1,sunny,23,56
3,cloudy,23,56
2,rainy,23,56
2,rainy,23,56
1,sunny,23,56
1,sunny,23,56
2,rainy,23,56
2,rainy,23,56
1,sunny,23,56
1,sunny,23,56
2,rainy,23,56
2,rainy,23,56
1,sunny,23,56
3,cloudy,23,56
2,rainy,23,56
3,cloudy,23,56
2,rainy,23,56
3,cloudy,24,56
1,sunny,24,56
2,rainy,24,56
2,rainy,24,56
3,cloudy,24,57
1,sunny,24,57
1,sunny,24,57
3,cloudy,24,58
3,cloudy,23,58
1,sunny,23,58
3,cloudy,23,59
3,cloudy,23,60
1,sunny,23,61
1,sunny,23,61
2,rainy,23,62
2,rainy,23,63
1,sunny,23,63
3,cloudy,23,64
1,sunny,23,64
3,cloudy,23,65
1,sunny,23,65
1,sunny,23,66
1,sunny,23,66
3,cloudy,23,66
2,rainy,23,66
3,cloudy,23,67
2,rainy,23,67
3,cloudy,23,67
3,cloudy,22,66
1,sunny,22,67
2,rainy,22,67
3,cloudy,22,67
1,sunny,22,67
1,sunny,22,67
3,cloudy,21,67
2,rainy,21,67
1,sunny,21,68
3,cloudy,21,68
2,rainy,21,68
2,rainy,21,68
1,sunny,21,68
2,rainy,21,68
3,cloudy,21,68
3,cloudy,20,68
1,sunny,20,69
1,sunny,20,69
2,rainy,20,69
1,sunny,20,69
1,sunny,20,69
1,sunny,20,70
3,cloudy,20,70
1,sunny,20,70
1,sunny,20,70
1,sunny,20,71
3,cloudy,20,71
2,rainy,20,71
3,cloudy,20,71
3,cloudy,20,71
3,cloudy,20,71
3,cloudy,20,70
3,cloudy,20,70
3,cloudy,20,70
1,sunny,20,69
2,rainy,21,69
3,cloudy,21,68
1,sunny,21,68
3,cloudy,21,67
3,cloudy,21,67
3,cloudy,22,66
2,rainy,22,66
1,sunny,22,65
1,sunny,22,64
3,cloudy,23,64
2,rainy,23,63
2,rainy,23,62
1,sunny,23,61
3,cloudy,24,60
2,rainy,24,60
2,rainy,24,59
3,cloudy,24,58
3,cloudy,24,58
2,rainy,25,57
3,cloudy,25,57
3,cloudy,25,57
1,sunny,25,56
2,rainy,25,56
2,rainy,25,55
1,sunny,25,55
2,rainy,25,55
3,cloudy,25,55
1,sunny,25,55
2,rainy,25,55
1,sunny,25,55
1,sunny,25,55
3,cloudy,25,55
3,cloudy,25,55
2,rainy,25,54
2,rainy,25,54
3,cloudy,25,54
2,rainy,25,54
2,rainy,25,54
1,sunny,25,54
3,cloudy,25,53
3,cloudy,25,53
3,cloudy,25,54
2,rainy,25,54
1,sunny,25,54
2,rainy,25,54
1,sunny,25,55
1,sunny,25,55
1,sunny,25,56
3,cloudy,25,56
2,rainy,25,56
2,rainy,25,57
1,sunny,25,57
2,rainy,25,57
1,sunny,25,58
1,sunny,25,58
3,cloudy,25,59
1,sunny,25,59
1,sunny,25,60
2,rainy,25,60
2,rainy,25,60
2,rainy,25,60
1,sunny,25,60
2,rainy,25,60
2,rainy,25,61
1,sunny,25,61
2,rainy,25,61
2,rainy,24,61
2,rainy,24,61
3,cloudy,24,61
2,rainy,24,62
2,rainy,24,62
2,rainy,24,62
1,sunny,23,63
1,sunny,23,63
3,cloudy,23,63
3,cloudy,23,64
2,rainy,23,64
3,cloudy,23,64
2,rainy,23,64
1,sunny,22,65
1,sunny,22,65
2,rainy,22,65
3,cloudy,22,64
1,sunny,22,64
3,cloudy,22,64
2,rainy,23,64
3,cloudy,23,63
3,cloudy,23,63
2,rainy,23,63
2,rainy,23,62
2,rainy,23,62
2,rainy,23,62
3,cloudy,23,61
2,rainy,23,61
1,sunny,23,61
1,sunny,24,61
1,sunny,24,61
2,rainy,24,61
2,rainy,24,61
3,cloudy,24,61
3,cloudy,24,62
3,cloudy,24,62
2,rainy,24,62
2,rainy,24,62
1,sunny,24,63
2,rainy,24,63
1,sunny,24,63
3,cloudy,25,62
3,cloudy,25,62
3,cloudy,25,62
1,sunny,25,62
3,cloudy,25,62
1,sunny,25,61
1,sunny,25,61
2,rainy,25,60
1,sunny,26,60
3,cloudy,26,59
2,rainy,26,59
3,cloudy,26,58
3,cloudy,26,57
3,cloudy,26,57
3,cloudy,26,56
3,cloudy,26,56
2,rainy,26,56
1,sunny,26,55
2,rainy,26,55
2,rainy,26,55
2,rainy,26,55
3,cloudy,26,54
1,sunny,26,54
1,sunny,26,54
2,rainy,26,55
1,sunny,26,55
2,rainy,26,55
2,rainy,26,55
1,sunny,26,56
2,rainy,26,56
2,rainy,26,56
3,cloudy,26,56
2,rainy,26,56
1,sunny,26,56
2,rainy,26,56
1,sunny,26,56
2,rainy,26,56
1,sunny,26,57
2,rainy,26,57
2,rainy,26,57
2,rainy,26,57
1,sunny,26,57
2,rainy,26,57
1,sunny,26,57
2,rainy,26,57
1,sunny,25,57
2,rainy,25,57
3,cloudy,25,57
2,rainy,25,57
3,cloudy,25,57
1,sunny,25,57
3,cloudy,25,57
2,rainy,25,57
1,sunny,25,57
2,rainy,25,57
2,rainy,25,57
1,sunny,25,57
3,cloudy,25,57
1,sunny,25,57
2,rainy,25,57
2,rainy,25,57
2,rainy,25,56
1,sunny,25,56
1,sunny,25,56
1,sunny,25,56
1,sunny,25,56
3,cloudy,25,56
3,cloudy,25,56
3,cloudy,25,56
2,rainy,25,56
1,sunny,25,55
1,sunny,25,55
1,sunny,25,55
3,cloudy,25,55
1,sunny,25,55
3,cloudy,25,55
1,sunny,25,55
1,sunny,25,55
3,cloudy,25,55
1,sunny,25,55
2,rainy,25,55
3,cloudy,25,55
3,cloudy,25,55
3,cloudy,25,54
2,rainy,25,54
3,cloudy,25,54
3,cloudy,25,54
1,sunny,25,54
2,rainy,25,53
3,cloudy,25,53
1,sunny,25,53
3,cloudy,25,52
3,cloudy,25,52
1,sunny,25,52
2,rainy,25,51
3,cloudy,25,50
1,sunny,25,50
3,cloudy,25,49
2,rainy,25,49
2,rainy,25,48
3,cloudy,25,47
1,sunny,25,47
1,sunny,25,46
2,rainy,26,45
3,cloudy,26,45
1,sunny,26,45
3,cloudy,26,44
3,cloudy,26,44
1,sunny,26,43
1,sunny,26,43
3,cloudy,26,43
3,cloudy,26,43
3,cloudy,26,43
1,sunny,26,43
2,rainy,26,43
2,rainy,27,43
1,sunny,27,43
3,cloudy,27,44
2,rainy,27,44
3,cloudy,27,44
3,cloudy,27,44
3,cloudy,27,44
3,cloudy,27,44
2,rainy,27,44
3,cloudy,27,44
3,cloudy,27,44
2,rainy,27,44
1,sunny,27,44
2,rainy,27,44
1,sunny,27,44
1,sunny,27,44
3,cloudy,27,44
1,sunny,27,45
1,sunny,27,45
3,cloudy,26,44
3,cloudy,26,44
3,cloudy,26,45
3,cloudy,26,45
2,rainy,26,45
2,rainy,26,45
2,rainy,26,45
2,rainy,26,45
2,rainy,26,46
1,sunny,26,46
3,cloudy,26,46
1,sunny,26,46
2,rainy,26,46
3,cloudy,26,47
3,cloudy,25,47
2,rainy,25,47
3,cloudy,25,47
2,rainy,25,47
3,cloudy,25,48
3,cloudy,25,48
2,rainy,25,48
2,rainy,25,48
3,cloudy,25,48
3,cloudy,25,49
1,sunny,25,49
1,sunny,25,49
1,sunny,25,49
1,sunny,25,49
1,sunny,25,49
2,rainy,25,49
3,cloudy,25,49
1,sunny,25,49
1,sunny,25,49
1,sunny,25,49
1,sunny,24,49
2,rainy,24,49
1,sunny,24,49
1,sunny,24,49
2,rainy,24,49
2,rainy,24,49
3,cloudy,24,49
3,cloudy,24,49
1,sunny,24,49
2,rainy,24,49
2,rainy,24,49
3,cloudy,24,49
2,rainy,24,49
3,cloudy,24,48
3,cloudy,25,48
3,cloudy,25,48
1,sunny,25,48
3,cloudy,25,48
1,sunny,25,48
1,sunny,25,48
1,sunny,25,48
2,rainy,25,48
2,rainy,25,48
2,rainy,25,48
1,sunny,25,48
3,cloudy,25,48
2,rainy,26,48
1,sunny,26,48
2,rainy,26,48
1,sunny,26,48
1,sunny,26,48
1,sunny,26,48
2,rainy,26,48
2,rainy,26,48
1,sunny,26,48
2,rainy,26,48
1,sunny,26,47
1,sunny,26,47
3,cloudy,26,47
2,rainy,26,47
3,cloudy,27,47
2,rainy,27,47
2,rainy,27,47
1,sunny,27,47
1,sunny,27,47
2,rainy,27,47
3,cloudy,27,47
3,cloudy,27,47
1,sunny,27,47
2,rainy,27,47
2,rainy,27,46
3,cloudy,27,46
2,rainy,27,46
1,sunny,27,47
1,sunny,27,47
1,sunny,27,47
3,cloudy,27,47
3,cloudy,27,47
1,sunny,27,47
3,cloudy,27,48
3,cloudy,27,48
1,sunny,27,48
1,sunny,27,48
1,sunny,27,49
2,rainy,27,49
2,rainy,26,49
3,cloudy,26,49
2,rainy,26,49
2,rainy,26,50
2,rainy,26,50
2,rainy,26,50
3,cloudy,26,50
2,rainy,26,50
3,cloudy,26,50
2,rainy,26,50
2,rainy,26,50
1,sunny,26,50
2,rainy,25,51
2,rainy,25,51
2,rainy,25,51
2,rainy,25,51
2,rainy,25,51
1,sunny,25,51
2,rainy,25,51
1,sunny,25,51
2,rainy,25,51
1,sunny,25,51
1,sunny,25,51
1,sunny,24,51
3,cloudy,24,51
1,sunny,24,51
2,rainy,24,51
3,cloudy,24,51
1,sunny,24,51
2,rainy,24,51
2,rainy,24,51
2,rainy,24,51
1,sunny,24,51
1,sunny,24,51
3,cloudy,24,51
1,sunny,24,51
3,cloudy,24,51
3,cloudy,24,51
1,sunny,24,51
2,rainy,25,51
2,rainy,25,51
2,rainy,25,51
3,cloudy,25,51
1,sunny,25,50
2,rainy,25,50
1,sunny,25,50
2,rainy,25,49
2,rainy,25,49
3,cloudy,25,49
1,sunny,25,49
1,sunny,25,49
1,sunny,25,49
2,rainy,25,49
2,rainy,25,49
1,sunny,25,49
3,cloudy,25,49
1,sunny,26,49
2,rainy,26,49
2,rainy,26,49
3,cloudy,26,49
3,cloudy,26,49
1,sunny,26,49
3,cloudy,26,49
1,sunny,26,50
1,sunny,26,50
3,cloudy,26,49
2,rainy,26,49
1,sunny,26,49
1,sunny,26,49
1,sunny,26,49
2,rainy,26,49
2,rainy,26,49
2,rainy,26,49
2,rainy,26,49
1,sunny,26,49
3,cloudy,26,50
3,cloudy,26,50
2,rainy,26,49
3,cloudy,26,49
1,sunny,26,50
1,sunny,26,50
1,sunny,26,50
3,cloudy,27,50
2,rainy,27,50
1,sunny,27,50
3,cloudy,27,50
1,sunny,27,50
2,rainy,27,50
1,sunny,27,49
3,cloudy,27,49
3,cloudy,27,49
3,cloudy,27,49
1,sunny,27,49
3,cloudy,27,49
2,rainy,27,49
1,sunny,27,49
2,rainy,27,49
2,rainy,27,49
3,cloudy,27,49
1,sunny,27,49
2,rainy,27,49
1,sunny,27,49
2,rainy,27,49
2,rainy,27,49
2,rainy,26,49
1,sunny,26,49
3,cloudy,26,49
1,sunny,26,49
3,cloudy,26,49
1,sunny,26,49
2,rainy,26,49
1,sunny,26,49
2,rainy,26,49
2,rainy,26,49
3,cloudy,26,49
1,sunny,26,49
2,rainy,26,49
1,sunny,26,49
1,sunny,26,49
2,rainy,25,50
2,rainy,25,50
3,cloudy,25,50
3,cloudy,25,50
3,cloudy,25,50
2,rainy,25,51
3,cloudy,25,51
1,sunny,25,51
2,rainy,25,52
2,rainy,25,52
3,cloudy,25,52
1,sunny,25,52
3,cloudy,25,53
3,cloudy,25,53
2,rainy,25,53
2,rainy,25,52
1,sunny,25,52
1,sunny,25,52
2,rainy,25,52
3,cloudy,25,52
3,cloudy,25,52
2,rainy,25,52
1,sunny,25,52
3,cloudy,25,52
3,cloudy,25,51
2,rainy,25,51
1,sunny,25,51
3,cloudy,25,51
2,rainy,25,52
1,sunny,25,52
1,sunny,26,52
2,rainy,26,52
1,sunny,26,52
1,sunny,26,52
1,sunny,26,52
2,rainy,26,51
3,cloudy,26,51
3,cloudy,26,51
2,rainy,26,51
2,rainy,26,51
1,sunny,26,51
3,cloudy,26,51
1,sunny,26,51
1,sunny,27,51
1,sunny,27,51
3,cloudy,27,51
3,cloudy,27,51
3,cloudy,27,51
3,cloudy,27,51
3,cloudy,27,50
2,rainy,27,51
1,sunny,27,51
1,sunny,27,51
3,cloudy,27,51
3,cloudy,27,50
2,rainy,27,50
3,cloudy,27,50
3,cloudy,27,50
2,rainy,28,50
3,cloudy,28,50
2,rainy,28,50
3,cloudy,28,50
3,cloudy,28,50
2,rainy,28,50
3,cloudy,28,50
1,sunny,28,50
2,rainy,28,50
3,cloudy,27,50
3,cloudy,27,50
1,sunny,27,51
1,sunny,27,51
1,sunny,27,51
2,rainy,27,51
3,cloudy,27,52
3,cloudy,27,52
3,cloudy,27,52
2,rainy,27,53
1,sunny,27,53
2,rainy,27,53
1,sunny,27,53
2,rainy,27,53
2,rainy,27,53
1,sunny,27,53
2,rainy,27,53
2,rainy,26,53
3,cloudy,26,53
1,sunny,26,53
2,rainy,26,53
1,sunny,26,53
2,rainy,26,53
1,sunny,26,53
3,cloudy,26,53
1,sunny,26,53
3,cloudy,26,53
3,cloudy,26,53
2,rainy,25,53
2,rainy,25,53
3,cloudy,25,53
2,rainy,25,53
3,cloudy,25,53
3,cloudy,25,53
2,rainy,25,54
2,rainy,25,54
1,sunny,25,54
1,sunny,25,54
2,rainy,25,54
2,rainy,25,54
2,rainy,25,54
1,sunny,25,54
3,cloudy,25,54
2,rainy,25,54
2,rainy,25,54
2,rainy,25,54
1,sunny,25,54
3,cloudy,25,54
2,rainy,25,54
2,rainy,25,54
1,sunny,25,54
1,sunny,25,54
3,cloudy,25,54
3,cloudy,25,54
1,sunny,25,53
1,sunny,25,54
1,sunny,26,54
1,sunny,26,54
2,rainy,26,54
3,cloudy,26,54
2,rainy,26,54
1,sunny,26,54
2,rainy,26,54
1,sunny,26,54
2,rainy,26,54
2,rainy,26,53
2,rainy,27,53
1,sunny,27,53
2,rainy,27,53
3,cloudy,27,52
3,cloudy,27,52
1,sunny,27,52
2,rainy,27,52
2,rainy,27,52
1,sunny,27,52
2,rainy,27,52
3,cloudy,27,52
1,sunny,27,52
3,cloudy,27,52
3,cloudy,27,52
3,cloudy,27,52
3,cloudy,27,52
2,rainy,27,52
2,rainy,28,52
2,rainy,28,52
3,cloudy,28,52
3,cloudy,28,52
3,cloudy,28,52
3,cloudy,28,52
2,rainy,28,52
1,sunny,28,51
3,cloudy,28,51
1,sunny,28,51
3,cloudy,28,51
2,rainy,28,51
1,sunny,28,51
3,cloudy,28,51
3,cloudy,28,52
1,sunny,28,52
3,cloudy,28,52
2,rainy,28,53
3,cloudy,28,53
2,rainy,28,53
3,cloudy,28,53
1,sunny,27,54
1,sunny,27,54
3,cloudy,27,54
2,rainy,27,54
3,cloudy,27,55
3,cloudy,27,55
3,cloudy,27,55
1,sunny,27,55
3,cloudy,27,55
3,cloudy,27,55
3,cloudy,27,55
1,sunny,27,54
3,cloudy,27,54
1,sunny,27,54
2,rainy,26,54
3,cloudy,26,54
2,rainy,26,54
3,cloudy,26,54
2,rainy,26,54
1,sunny,26,54
3,cloudy,26,54
1,sunny,26,54
2,rainy,26,54
3,cloudy,26,54
2,rainy,26,54
3,cloudy,25,55
3,cloudy,25,55
2,rainy,25,55
2,rainy,25,55
2,rainy,25,55
1,sunny,25,55
3,cloudy,25,55
3,cloudy,25,55
2,rainy,25,55
1,sunny,25,55
3,cloudy,25,56
1,sunny,25,56
2,rainy,25,56
1,sunny,25,56
3,cloudy,25,56
2,rainy,25,56
3,cloudy,25,56
1,sunny,25,56
2,rainy,25,56
3,cloudy,25,56
3,cloudy,25,56
1,sunny,25,56
2,rainy,26,56
2,rainy,26,56
2,rainy,26,56
1,sunny,26,56
2,rainy,26,56
3,cloudy,26,56
3,cloudy,26,56
2,rainy,26,56
1,sunny,27,56
1,sunny,27,56
1,sunny,27,55
3,cloudy,27,55
2,rainy,27,55
3,cloudy,27,54
1,sunny,27,54
2,rainy,27,53
2,rainy,27,53
3,cloudy,27,53
2,rainy,28,53
1,sunny,28,53
2,rainy,28,53
3,cloudy,28,53
3,cloudy,28,53
3,cloudy,28,53
1,sunny,28,53
2,rainy,28,53
2,rainy,28,53
3,cloudy,28,53
2,rainy,28,53
3,cloudy,28,54
1,sunny,28,54
2,rainy,28,54
2,rainy,28,54
2,rainy,28,54
2,rainy,28,53
3,cloudy,28,53
2,rainy,28,52
2,rainy,28,52
3,cloudy,28,52
1,sunny,28,52
1,sunny,28,52
1,sunny,28,52
3,cloudy,28,53
1,sunny,28,53
3,cloudy,28,54
1,sunny,28,54
3,cloudy,28,54
2,rainy,28,55
3,cloudy,28,55
1,sunny,28,55
2,rainy,28,56
3,cloudy,28,56
3,cloudy,28,56
1,sunny,28,56
2,rainy,28,56
1,sunny,28,56
2,rainy,28,56
1,sunny,27,56
3,cloudy,27,56
3,cloudy,27,56
1,sunny,27,56
3,cloudy,27,56
1,sunny,27,55
2,rainy,27,55
1,sunny,27,55
3,cloudy,27,55
1,sunny,27,55
2,rainy,27,55
2,rainy,26,55
3,cloudy,26,55
2,rainy,26,55
2,rainy,26,55
3,cloudy,26,55
1,sunny,26,56
3,cloudy,26,56
3,cloudy,26,56
1,sunny,26,56
2,rainy,26,56
2,rainy,26,56
1,sunny,26,57
3,cloudy,25,57
2,rainy,25,57
3,cloudy,25,57
1,sunny,25,57
1,sunny,25,57
3,cloudy,25,57
2,rainy,25,57
2,rainy,25,57
2,rainy,25,57
2,rainy,25,57
2,rainy,25,58
1,sunny,25,58
3,cloudy,25,58
3,cloudy,25,58
1,sunny,26,58
2,rainy,26,58
2,rainy,26,58
1,sunny,26,58
1,sunny,26,58
1,sunny,26,58
3,cloudy,26,59
2,rainy,26,59
1,sunny,27,59
2,rainy,27,59
3,cloudy,27,59
3,cloudy,27,58
1,sunny,27,58
2,rainy,27,57
1,sunny,27,56
1,sunny,28,56
3,cloudy,28,55
3,cloudy,28,55
2,rainy,28,54
2,rainy,28,54
1,sunny,28,53
3,cloudy,28,52
1,sunny,28,51
2,rainy,28,50
1,sunny,28,50
2,rainy,28,49
3,cloudy,28,48
3,cloudy,28,48
2,rainy,28,48
2,rainy,28,48
1,sunny,28,48
1,sunny,28,48
2,rainy,28,48
2,rainy,28,48
3,cloudy,28,48
3,cloudy,28,48
3,cloudy,28,48
1,sunny,28,47
2,rainy,28,47
3,cloudy,28,47
3,cloudy,28,47
2,rainy,28,47
3,cloudy,28,47
2,rainy,28,47
2,rainy,28,47
1,sunny,28,47
2,rainy,28,47
1,sunny,28,48
1,sunny,27,48
3,cloudy,27,48
3,cloudy,27,48
1,sunny,27,48
1,sunny,27,48
2,rainy,27,49
3,cloudy,27,49
2,rainy,27,49
2,rainy,26,49
2,rainy,26,50
3,cloudy,26,50
1,sunny,26,50
3,cloudy,26,51
3,cloudy,26,51
2,rainy,26,52
1,sunny,26,52
3,cloudy,26,52
3,cloudy,25,53
2,rainy,25,54
1,sunny,25,54
2,rainy,25,55
2,rainy,25,56
2,rainy,25,57
2,rainy,25,57
1,sunny,25,58
1,sunny,25,58
1,sunny,25,59
1,sunny,25,60
2,rainy,25,60
3,cloudy,25,60
1,sunny,24,61
1,sunny,24,61
1,sunny,24,61
3,cloudy,24,61
1,sunny,24,61
1,sunny,24,61
1,sunny,24,62
3,cloudy,24,62
3,cloudy,24,62
2,rainy,24,61
2,rainy,24,61
3,cloudy,24,61
3,cloudy,24,61
2,rainy,24,61
2,rainy,24,61
2,rainy,24,60
1,sunny,25,60
3,cloudy,25,60
1,sunny,25,59
3,cloudy,25,59
3,cloudy,25,59
1,sunny,25,59
1,sunny,26,58
1,sunny,26,58
2,rainy,26,58
1,sunny,26,57
1,sunny,26,57
3,cloudy,26,56
1,sunny,26,56
3,cloudy,27,55
3,cloudy,27,55
2,rainy,27,55
1,sunny,27,54
2,rainy,27,54
3,cloudy,27,53
2,rainy,27,53
1,sunny,27,52
2,rainy,27,51
2,rainy,27,51
1,sunny,27,50
2,rainy,27,50
3,cloudy,27,50
3,cloudy,27,50
1,sunny,27,50
2,rainy,27,50
3,cloudy,27,50
3,cloudy,27,50
3,cloudy,27,50
1,sunny,28,50
1,sunny,28,50
2,rainy,28,50
3,cloudy,28,50
2,rainy,28,50
3,cloudy,28,50
3,cloudy,28,50
3,cloudy,28,50
2,rainy,28,50
3,cloudy,28,50
3,cloudy,28,50
2,rainy,28,50
2,rainy,28,50
2,rainy,28,50
1,sunny,28,50
3,cloudy,28,50
2,rainy,28,50
3,cloudy,28,50
1,sunny,28,50
2,rainy,28,50
3,cloudy,28,51
2,rainy,28,51
1,sunny,27,51
1,sunny,27,51
3,cloudy,27,52
2,rainy,27,52
1,sunny,27,52
2,rainy,27,52
3,cloudy,27,53
1,sunny,27,53
1,sunny,27,53
2,rainy,27,54
2,rainy,26,54
1,sunny,26,54
3,cloudy,26,54
1,sunny,26,55
3,cloudy,26,55
3,cloudy,26,55
3,cloudy,26,56
2,rainy,26,56
1,sunny,26,57
1,sunny,26,57
3,cloudy,26,57
2,rainy,26,57
1,sunny,26,58
1,sunny,26,58
3,cloudy,26,58
1,sunny,25,58
2,rainy,25,58
1,sunny,25,58
3,cloudy,25,58
2,rainy,25,58
2,rainy,25,58
1,sunny,25,58
2,rainy,25,57
1,sunny,26,57
1,sunny,26,56
3,cloudy,26,56
1,sunny,26,56
2,rainy,26,55
3,cloudy,26,55
2,rainy,26,55
1,sunny,26,54
2,rainy,26,54
3,cloudy,26,54
1,sunny,26,53
3,cloudy,26,53
3,cloudy,27,53
3,cloudy,27,52
3,cloudy,27,52
2,rainy,27,52
2,rainy,27,52
1,sunny,27,51
1,sunny,27,50
3,cloudy,27,50
1,sunny,27,49
3,cloudy,27,49
2,rainy,27,48
3,cloudy,27,48
3,cloudy,27,47
2,rainy,27,47
3,cloudy,28,46
3,cloudy,28,46
3,cloudy,28,45
3,cloudy,28,45
3,cloudy,28,44
2,rainy,28,44
3,cloudy,28,44
2,rainy,28,43
2,rainy,28,43
2,rainy,28,43
1,sunny,28,43
1,sunny,28,42
2,rainy,28,42
3,cloudy,28,41
3,cloudy,28,41
1,sunny,28,40
2,rainy,28,40
2,rainy,28,39
1,sunny,28,39
3,cloudy,28,39
1,sunny,28,38
1,sunny,28,38
3,cloudy,28,39
3,cloudy,28,39
3,cloudy,27,40
1,sunny,27,40
1,sunny,27,41
2,rainy,27,42
2,rainy,27,43
1,sunny,27,44
1,sunny,27,45
2,rainy,27,46
2,rainy,27,47
3,cloudy,27,48
2,rainy,27,49
3,cloudy,27,50
3,cloudy,27,51
2,rainy,27,51
1,sunny,26,52
2,rainy,26,52
3,cloudy,26,52
3,cloudy,26,52
2,rainy,26,52
2,rainy,26,52
2,rainy,26,52
3,cloudy,26,52
1,sunny,26,52
1,sunny,25,53
3,cloudy,25,53
3,cloudy,25,53
1,sunny,25,53
2,rainy,25,53
3,cloudy,25,54
3,cloudy,25,54
3,cloudy,25,55
1,sunny,25,56
2,rainy,25,56
1,sunny,25,57
2,rainy,25,58
1,sunny,25,59
1,sunny,25,60
2,rainy,24,60
1,sunny,24,61
3,cloudy,24,62
3,cloudy,24,62
1,sunny,24,63
2,rainy,24,64
3,cloudy,24,64
1,sunny,24,65
2,rainy,24,65
3,cloudy,24,65
1,sunny,24,65
1,sunny,24,66
1,sunny,24,66
3,cloudy,24,66
2,rainy,24,66
3,cloudy,24,66
1,sunny,24,66
1,sunny,24,66
3,cloudy,24,65
3,cloudy,24,65
3,cloudy,24,65
2,rainy,24,65
1,sunny,24,64
1,sunny,24,64
3,cloudy,24,63
2,rainy,24,62
2,rainy,24,61
1,sunny,25,61
3,cloudy,25,60
1,sunny,25,59
2,rainy,25,58
1,sunny,25,57
1,sunny,25,57
1,sunny,25,56
3,cloudy,25,55
2,rainy,25,55
3,cloudy,25,54
2,rainy,25,53
1,sunny,25,53
2,rainy,25,52
3,cloudy,25,51
1,sunny,25,51
3,cloudy,25,51
2,rainy,26,51
2,rainy,26,51
1,sunny,26,51
3,cloudy,26,50
2,rainy,26,50
3,cloudy,26,50
3,cloudy,26,50
3,cloudy,26,50
1,sunny,26,49
1,sunny,26,49
2,rainy,26,49
2,rainy,26,49
1,sunny,26,49
2,rainy,25,49
2,rainy,25,49
3,cloudy,25,49
2,rainy,25,49
3,cloudy,25,49
1,sunny,25,49
3,cloudy,25,49
3,cloudy,25,49
3,cloudy,25,50
2,rainy,25,50
1,sunny,25,51
1,sunny,25,52
3,cloudy,25,52
3,cloudy,25,53
3,cloudy,25,54
3,cloudy,25,54
2,rainy,25,55
3,cloudy,25,55
3,cloudy,25,56
1,sunny,25,56
2,rainy,25,57
2,rainy,25,57
2,rainy,25,58
2,rainy,25,58
1,sunny,25,58
1,sunny,25,57
1,sunny,25,57
1,sunny,25,57
1,sunny,25,56
1,sunny,25,56
1,sunny,25,56
2,rainy,25,55
2,rainy,25,55
3,cloudy,25,55
3,cloudy,25,54
1,sunny,25,54
3,cloudy,25,54
3,cloudy,25,53
2,rainy,25,53
3,cloudy,25,53
3,cloudy,25,53
2,rainy,25,52
1,sunny,25,52
3,cloudy,24,52
2,rainy,24,51
1,sunny,24,51
2,rainy,24,51
3,cloudy,24,51
2,rainy,24,51
2,rainy,24,50
3,cloudy,24,50
2,rainy,24,50
2,rainy,24,50
1,sunny,24,50
1,sunny,24,50
2,rainy,23,50
3,cloudy,23,49
3,cloudy,23,49
3,cloudy,23,50
2,rainy,23,50
2,rainy,23,50
2,rainy,23,50
2,rainy,23,50
3,cloudy,23,50
1,sunny,23,50
3,cloudy,23,50
2,rainy,23,50
1,sunny,24,50
1,sunny,24,50
3,cloudy,24,50
2,rainy,24,51
2,rainy,24,51
2,rainy,24,51
1,sunny,24,51
2,rainy,24,51
3,cloudy,24,51
3,cloudy,24,51
3,cloudy,24,50
1,sunny,24,50
2,rainy,24,50
3,cloudy,25,50
1,sunny,25,50
1,sunny,25,50
2,rainy,25,49
3,cloudy,25,49
1,sunny,25,49
3,cloudy,25,49
2,rainy,25,48
3,cloudy,25,48
2,rainy,25,48
3,cloudy,25,48
3,cloudy,25,47
1,sunny,25,47
1,sunny,25,47
2,rainy,25,47
2,rainy,25,47
3,cloudy,25,47
2,rainy,25,47
3,cloudy,25,47
2,rainy,25,47
1,sunny,25,46
2,rainy,25,46
3,cloudy,25,46
2,rainy,25,46
3,cloudy,25,46
1,sunny,25,46
3,cloudy,25,46
3,cloudy,24,46
1,sunny,24,46
2,rainy,24,46
3,cloudy,24,46
3,cloudy,24,46
2,rainy,24,46
3,cloudy,24,46
1,sunny,24,46
1,sunny,24,46
3,cloudy,24,46
3,cloudy,24,46
3,cloudy,23,47
3,cloudy,23,47
1,sunny,23,47
2,rainy,23,47
1,sunny,23,47
3,cloudy,23,48
