Humidity,Temperature,Weather
2.266666667,0.73,8.71
2.266666667,0.76,6.14
2.305555556,0.79,6.64
2.266666667,0.8,9.41
12.73333333,0.54,5.72
12.68888889,0.56,6.21
11.13333333,0.91,3.35
11.6,0.62,5.52
11.08888889,0.71,4.12
10.55555556,0.78,4.4
11.06666667,0.77,4.65
11.09444444,0.78,4.61
12.05,0.74,6.24
12.15555556,0.73,6.24
12.66666667,0.73,6.22
12.81111111,0.74,6.01
15.72222222,0.64,6.57
15.7,0.69,5.44
14.95555556,0.77,7.15
13.70555556,0.78,7.07
12.71111111,0.83,2.72
12.81666667,0.84,6.38
12.22222222,0.86,7.47
12.22222222,0.86,7.08
11.35,0.92,5.2
11.09444444,0.93,3.67
11.04444444,0.96,4.24
11.21666667,0.93,3.8
12.62222222,0.78,7.4
10.51111111,0.87,3.37
9.872222222,0.88,8.9
9.861111111,0.89,6.88
9.444444444,0.93,8.72
7.805555556,0.93,6.82
9.977777778,0.93,6.91
12.64444444,0.9,7.8
14.85555556,0.78,7.65
17.73333333,0.69,7.92
18.86111111,0.52,5.6
19.88333333,0.49,5.7
20.09444444,0.35,4.12
20.09444444,0.4,5.02
21.14444444,0.32,2.54
21.22777778,0.32,3.45
20.82222222,0.36,3.01
20.91666667,0.38,18.52
17.60555556,0.44,7.57
15.17222222,0.6,6.62
14.08333333,0.64,5.17
12.66111111,0.7,8.94
12.61666667,0.68,7.65
11.75,0.77,5.2
11.57777778,0.78,5.55
10.48888889,0.84,5.9
8.7,0.92,4.68
8.983333333,0.93,7.84
9.466666667,0.89,8.7
9.027777778,0.87,6.3
7.916666667,0.89,5.87
10.99444444,0.81,8.27
12.21111111,0.74,6.58
12.82777778,0.72,5.51
12.41111111,0.79,5.95
13.25555556,0.75,4.55
14.17222222,0.71,4.1
17.29444444,0.62,7.02
17.67222222,0.63,5.37
13.4,0.74,7.82
12.8,0.83,7.64
13.33333333,0.79,7.77
14.21666667,0.75,7.15
14.05555556,0.76,6.52
12.87777778,0.84,5.34
12.73333333,0.83,6.11
10.12222222,0.92,6.92
9.822222222,0.92,5.94
9.522222222,0.92,5.38
9.427777778,0.93,6.27
10.27222222,0.9,10.35
7.788888889,0.96,9.3
6.744444444,0.96,5.8
7.022222222,0.96,6.98
7.161111111,1,8.74
9.916666667,1,5.3
11.27222222,0.92,5.18
13.08333333,0.81,2.61
15.39444444,0.7,5.91
17.59444444,0.62,6.57
21.20555556,0.48,6.47
21.22777778,0.4,5.54
22.18888889,0.41,5.88
22.87222222,0.32,5.44
22.33333333,0.38,4.55
22.27222222,0.3,7.67
21.25,0.47,6.44
18.14444444,0.51,4.32
17.61666667,0.54,4.25
14.95555556,0.67,6.04
13.75555556,0.72,9.45
12.96111111,0.73,7.9
11.60555556,0.8,8.88
9.983333333,0.86,7.15
11.99444444,0.75,7.42
9.844444444,0.93,6.61
9.822222222,0.89,5.54
9.5,0.89,6.24
9.916666667,0.86,7.68
12.2,0.85,7
15.01666667,0.72,5.54
17.92222222,0.64,5.1
20.11666667,0.59,6.7
22.19444444,0.41,6.52
22.82777778,0.37,6.2
22.93888889,0.34,6.34
23.04444444,0.29,5.81
22.96111111,0.37,1.85
24.00555556,0.32,8.8
23.11111111,0.33,9.71
21.36111111,0.35,7.48
19.21111111,0.43,3.68
17.96666667,0.52,6.2
16.22777778,0.62,8.32
15.05,0.67,9.58
14.45555556,0.7,7.81
13.87222222,0.72,9.05
12.75555556,0.74,8.81
14.02777778,0.79,7.52
11.68888889,0.8,8.9
11.71111111,0.8,8.22
12.09444444,0.79,7.98
12.82777778,0.76,8
13.96111111,0.76,9.97
17.42222222,0.61,7.02
18.81666667,0.65,10.37
21.01666667,0.57,10.01
20.22222222,0.53,6.71
21.25,0.49,7.98
22.80555556,0.52,8.41
23.81666667,0.41,7.95
23.86111111,0.39,8.84
22.63333333,0.42,5.21
20.6,0.61,5.74
17.65,0.61,5.28
16.07222222,0.73,2.65
14.95555556,0.8,6.6
14.95555556,0.79,4.17
14.88333333,0.79,5.74
14.86111111,0.78,6.01
14.4,0.8,6.02
14.37777778,0.78,2.87
10.75555556,0.95,8.55
12.77777778,0.86,4.5
12.26666667,0.9,5.02
11.87777778,0.91,6.18
12.27222222,0.93,5.31
13.82222222,0.9,4.6
14.73888889,0.88,6.58
13.96111111,0.9,4.81
16.13888889,0.81,3.42
17.78888889,0.77,4.44
18.91111111,0.67,5.9
20,0.67,5.37
19.97777778,0.61,5
21.22777778,0.53,7.5
21.20555556,0.53,7.2
21.21111111,0.52,7.28
20.16111111,0.53,3.54
19.09444444,0.6,5.58
17.65555556,0.62,4.08
15.07222222,0.78,6.21
13.40555556,0.83,6
12.92777778,0.9,5.41
11.18333333,0.93,4.25
10.65,0.96,4
14.07777778,0.79,4.98
10.55555556,0.93,13.02
9.955555556,0.93,2.9
10.31111111,0.95,13.61
11.02222222,0.93,2.12
14.82222222,0.84,5.88
17.51111111,0.74,3.11
21.04444444,0.59,4.34
21.16111111,0.59,3.82
22.19444444,0.49,3.25
22.8,0.44,8.41
23.91111111,0.41,2.28
23.92222222,0.38,4.24
24.00555556,0.41,6.82
24.00555556,0.38,8.42
24.11666667,0.4,6.1
22.91666667,0.47,9.72
21.29444444,0.52,3.81
19.61666667,0.54,9.37
17.87222222,0.65,1.6
17.32222222,0.67,1.84
16.08888889,0.7,3.16
15.16111111,0.74,0
16.06666667,0.7,12.43
11.98888889,0.89,5.1
13.96666667,0.75,4.85
13.46111111,0.83,16.3
13.48333333,0.89,1.48
13.87222222,0.9,5.45
16,0.78,10.55
17.54444444,0.75,3.87
18.83888889,0.73,2.42
19.83333333,0.68,3.82
19.12222222,0.72,7.95
17.77222222,0.78,2.74
18.75,0.79,3.3
17.93888889,0.79,6.74
17.91666667,0.84,4.88
19.97222222,0.68,5.14
17.55,0.8,0
17.91666667,0.73,5.02
17.69444444,0.73,5.8
17.28333333,0.75,5.21
16.16111111,0.81,7.54
15.57777778,0.84,0
15.47777778,0.82,7.67
13.86666667,0.83,8.11
13.28888889,0.83,4.14
15.48333333,0.74,6.35
10.49444444,0.96,5.11
9.983333333,0.96,3.97
10.1,0.93,5.32
10.91111111,0.93,7.35
12.64444444,0.9,5.47
15.95555556,0.82,11.4
17.77777778,0.73,10.67
19.95,0.63,2.72
21,0.5,7.71
22.24444444,0.49,8.07
22.77777778,0.44,4.85
23.74444444,0.42,5.5
23.91111111,0.48,3.65
22.98333333,0.44,5.87
23.10555556,0.49,3.21
22.91666667,0.52,5.18
21.38888889,0.56,5.98
19.60555556,0.62,6.01
17.98888889,0.65,6.22
16.85555556,0.7,6.22
16.04444444,0.71,2.75
16.76111111,0.67,7.7
16.68888889,0.7,3.28
13.85555556,0.92,4.25
15.67222222,0.72,9.12
15.65,0.72,6.15
15.68333333,0.72,4.28
16.11666667,0.72,6.11
17.2,0.72,4.21
17.78888889,0.7,3.92
17.8,0.73,4.97
18.91111111,0.69,7.02
21.11111111,0.72,3.42
22.15,0.68,3.51
22.73333333,0.7,7.88
22.87777778,0.61,3.62
22.78333333,0.57,4.74
21.20555556,0.63,5.21
21.25555556,0.59,3.34
20.99444444,0.6,7.1
19.85555556,0.62,10.02
18.08333333,0.72,8.6
16.08888889,0.87,10.67
16.04444444,0.9,7.12
15.58888889,0.87,3.4
11.06666667,0.93,6.15
10.99444444,0.93,9.11
10.27777778,0.84,9.31
10.9,0.89,6.52
10.95,0.96,7.54
11,0.95,8.92
11.04444444,0.93,8.04
12.59444444,0.84,4.77
12.65,0.79,8.74
13.75,0.73,8.7
14.86111111,0.68,9.6
15.75555556,0.68,10.12
14.93333333,0.68,7.81
16.01666667,0.67,9.51
16.15555556,0.67,9.01
16.16111111,0.67,9.57
17.2,0.63,6.9
17.14444444,0.63,8.32
17.15,0.59,7.58
15.04444444,0.72,5.58
14.06111111,0.77,5.2
12.73333333,0.78,7.8
13.24444444,0.74,7.48
12.67222222,0.74,1.38
14.42222222,0.93,6.41
13.91666667,0.93,6.57
15,0.9,4.81
13.40555556,0.93,4.88
12.85,0.96,5.95
13.53333333,0.96,6.57
13.89444444,0.93,7.77
15.02777778,0.92,4.71
17.02777778,0.77,6.55
17.15,0.75,7.74
17.68888889,0.74,6.3
19.85,0.62,5.5
21,0.63,4.6
22.08333333,0.5,8.22
22.68333333,0.53,9.91
22.75555556,0.57,10.02
23.81666667,0.54,7.02
23.99444444,0.5,7.62
22.8,0.53,8.3
22.17222222,0.67,10.54
21.32222222,0.62,8.7
17.85,0.78,8.47
17.22222222,0.81,0
17.92777778,0.8,8.47
17.17777778,0.81,7.72
15.60555556,0.87,11.95
14.49444444,0.84,8.55
15.69444444,0.87,10.84
15.71666667,0.89,11.38
16.42222222,0.86,9.47
15.67222222,0.92,8.52
16.69444444,0.87,6.97
17.77222222,0.84,6.05
17.82777778,0.83,4.97
18.91111111,0.72,6.72
19.20555556,0.7,5.65
20.06666667,0.71,6.35
21.1,0.57,6.02
22.30555556,0.52,6.82
21.03333333,0.47,5.68
20.98888889,0.42,7.35
20.4,0.45,8.05
19.95,0.5,6.3
17.93333333,0.65,7.05
17.65555556,0.61,9.05
16.17777778,0.67,5.1
15.55555556,0.72,9.4
14.85555556,0.76,8.91
14.42222222,0.81,11.05
13.35555556,0.86,8.08
16.30555556,0.81,7.38
13.31111111,0.84,6.65
12.25,0.9,7.95
13.56666667,0.83,10.74
12.13333333,0.91,8.38
14.96111111,0.83,8.3
18.69444444,0.67,8.65
21.04444444,0.63,8.47
22.2,0.55,6.51
23.76666667,0.54,7.6
26.03888889,0.47,8.44
26.13333333,0.47,9.31
27.11666667,0.41,7.58
27.75555556,0.43,7.5
27.82222222,0.43,4.75
27.42222222,0.43,5.08
27.28888889,0.41,5.85
25.13888889,0.49,5.41
23.21666667,0.57,6.07
20.18333333,0.67,6.17
19.97777778,0.68,32.77
18.31111111,0.74,6.02
17.38333333,0.77,6.21
16.76111111,0.8,7.57
17.91111111,0.83,7.62
17.57777778,0.76,7.81
15.51111111,0.87,7.22
15.72777778,0.83,5.97
16.07222222,0.86,8.6
19.87222222,0.78,4.31
22.67222222,0.66,6.07
23.83888889,0.58,6.52
25.92222222,0.5,7.52
26.15555556,0.47,7
27.66111111,0.49,6.62
27.77777778,0.36,4.78
28.95555556,0.39,3.74
28.86111111,0.36,5.21
30.94444444,0.33,3.6
30.04444444,0.35,3.07
28.81111111,0.37,5.82
27.67777778,0.62,10.92
23.55,0.66,12.94
22.23888889,0.72,13.1
22.17222222,0.66,13.52
21.35,0.67,10.32
19.97222222,0.73,7.32
18.91111111,0.78,7.61
13.58888889,0.92,7.02
18.26666667,0.8,8.6
17.71111111,0.8,7.55
16.72777778,0.72,8.64
17.12777778,0.67,6.77
17.12777778,0.67,7.62
17.82222222,0.69,9.27
17.82777778,0.72,6.9
20.88333333,0.68,8.14
22.01666667,0.67,4.3
21.96666667,0.68,4.84
22.47222222,0.66,4.47
23.09444444,0.61,2.84
21.94444444,0.68,6.18
20.76111111,0.73,3.57
19.96666667,0.72,4.37
17.63888889,0.73,2.61
17.03888889,0.81,4.81
16.18888889,0.86,7.2
15.83333333,0.87,4.88
14.77222222,0.88,6.98
13.30555556,0.96,6.61
12.68888889,0.96,4.3
12.71111111,0.96,3.74
11.13888889,0.92,8.5
11.68888889,0.93,6.85
11.64444444,0.93,5.04
10.83888889,0.95,6.08
12.2,0.86,4.58
12.80555556,0.83,3.88
14.88333333,0.79,10.61
16.13888889,0.72,8.94
17.24444444,0.67,10.84
18.74444444,0.6,7.58
18.96111111,0.63,9.17
20.07222222,0.52,4.15
19.18333333,0.47,5.01
21.11111111,0.42,5.95
20.11666667,0.48,4.34
19.36666667,0.46,5.3
20.04444444,0.45,7.21
17.93333333,0.49,5.38
15.70555556,0.62,1.18
13.96111111,0.72,8.21
13.35555556,0.75,9.41
12.66111111,0.87,6.38
11.76111111,0.86,2.35
10.75,0.92,6.74
14.51111111,0.84,10.84
10.63333333,0.92,8.05
11.19444444,0.89,6.1
12.71666667,0.8,11.1
12.78888889,0.83,8.05
13.85,0.83,8.91
16.01666667,0.77,10.7
17.77777778,0.65,7.84
19.95,0.57,7.92
20.00555556,0.53,9.4
20.06111111,0.53,8.97
20.15555556,0.6,5.5
22.11666667,0.44,10.8
21.22222222,0.56,12.6
22.26111111,0.49,8.94
22.29444444,0.47,6.88
22.17222222,0.54,7.24
20.08888889,0.6,7.01
18.32222222,0.66,10.8
16.16111111,0.78,4.71
15.58333333,0.81,7
15.25555556,0.86,6.01
14.95555556,0.87,3.28
14.37777778,0.9,4.87
15.78333333,0.85,4.6
14.88333333,0.81,7
14.88333333,0.81,5.18
15.01666667,0.8,5.41
14.90555556,0.87,6.24
17.08333333,0.76,5.94
17.91666667,0.72,3.34
18.79444444,0.69,2.94
19.92777778,0.63,4
21.90555556,0.61,5.54
22.19444444,0.53,4.47
22.19444444,0.55,5.58
22.39444444,0.53,4.35
22.73333333,0.53,3.25
22.24444444,0.55,3.9
22.43888889,0.51,9.45
21.17777778,0.53,7.38
20.11111111,0.57,7.62
18.22222222,0.67,10.32
17.33333333,0.71,8.67
16.20555556,0.8,10.05
16.42777778,0.76,2.64
15.65,0.81,11.18
15.62777778,0.84,10.88
14.81666667,0.91,5
15.55555556,0.87,5.45
15,0.87,5.5
15.26111111,0.85,4.18
15.02222222,0.87,5.52
16.10555556,0.87,7.08
17.95,0.77,10.8
19.97222222,0.69,4.92
22.63333333,0.67,12.3
24.80555556,0.57,2.82
25.91666667,0.51,6.82
24.96111111,0.51,5.41
25.31111111,0.49,6.92
22.82777778,0.65,3.67
22.05,0.6,5.72
19.13333333,0.72,8.38
16.20555556,0.86,8.25
17.17222222,0.81,9.15
16.33333333,0.79,10.07
14.97777778,0.87,8.31
14.49444444,0.9,6.44
14.55555556,0.93,11.9
13.96111111,0.96,4
14.46666667,0.93,8.88
11.26666667,0.96,3.11
13.93888889,0.96,5.97
13.86666667,0.96,3.98
13.91666667,0.93,0
13.38333333,0.95,7.1
13.89444444,0.92,8.38
14.03333333,0.92,6.64
15.02777778,0.86,11
16.08888889,0.78,2.4
16.09444444,0.78,6.3
17.17777778,0.67,13.38
17.17777778,0.63,5.5
17.06666667,0.64,4.7
16.09444444,0.78,6.8
15.07222222,0.82,10.41
14.92777778,0.83,4.87
13.84444444,0.9,5.04
13.82222222,0.9,8.01
12.42777778,0.87,5.75
12.24444444,0.87,4.92
11.68888889,0.9,0
10.78333333,0.93,5.58
11.66666667,0.76,7.3
11.11111111,0.78,8.9
10.61666667,0.86,8.04
9.561111111,0.86,0
9.538888889,0.87,6.68
8.805555556,0.92,8.72
9.05,0.93,4.24
11.13888889,0.81,7.6
12.21111111,0.75,7.1
12.94444444,0.72,5.8
13.91666667,0.64,7.32
16.07777778,0.56,9.34
16.13888889,0.58,6.2
16.25555556,0.57,14.47
17.34444444,0.55,12.45
17.31111111,0.57,3.84
17.87222222,0.55,8.21
17.46666667,0.55,10.21
16.27222222,0.7,6.26
15.18333333,0.66,6.94
14.25555556,0.7,3.41
13.75,0.77,7.81
13.12777778,0.78,5.67
12.67222222,0.88,6.48
11.13888889,0.93,5.1
11.13888889,0.93,4.3
10.16111111,0.93,4.84
10.55555556,0.96,4.84
10.57777778,0.96,3.11
10.58888889,0.94,6.87
11.06666667,0.93,4.6
11.13888889,1,4.42
12.05555556,0.94,7.15
12.73333333,0.9,5.78
12.73333333,0.9,5.7
14.56111111,0.84,5.78
12.71111111,0.83,3.98
12.17777778,0.86,4.27
11.35,0.87,6.05
11.16111111,0.93,7.41
11.13888889,0.93,2.9
11.21666667,0.93,4.22
11.13888889,0.93,7.05
11.08888889,0.93,4.25
11.07777778,0.93,3.87
11.06666667,0.87,5.75
10.05,0.96,1.74
10.17222222,0.96,12.62
9.977777778,0.96,14.91
9.977777778,0.96,13.35
7.7,0.87,15.05
9.955555556,0.93,4.31
9.4,0.93,1.98
9.333333333,0.89,5.9
8.866666667,0.89,6.91
8.911111111,0.89,3.65
10.01666667,0.83,3.52
11.13888889,0.77,3.71
11.22777778,0.76,4.98
11.46666667,0.75,4.48
13.91111111,0.64,4.98
13.96111111,0.66,6.71
15.00555556,0.61,7.45
15.07222222,0.59,6.01
14.05,0.59,4.84
14.37222222,0.63,4.95
16.13333333,0.55,5.48
14.00555556,0.58,7.87
12.68333333,0.7,4.62
10.13888889,0.82,9.47
8.455555556,0.86,13.5
8.644444444,0.82,15.87
12.02222222,0.86,7.91
11.05,0.89,6.35
8.066666667,0.82,11.01
9.588888889,0.83,6.48
9.538888889,0.74,1.2
9.655555556,0.75,6.6
9.983333333,0.72,5.51
9.983333333,0.72,5.67
12.15,0.66,4.05
12.82777778,0.64,5.1
14.97777778,0.6,5.31
16.12222222,0.51,5.38
16.22777778,0.57,3.12
15.31666667,0.6,4.81
16.55,0.5,5.28
17.42777778,0.53,6.15
17.84444444,0.5,4.04
17.45555556,0.4,5.94
17.31111111,0.44,8.11
15.20555556,0.5,8.52
14.18888889,0.54,6.22
12.17222222,0.67,3.35
10.6,0.76,6.01
8.916666667,0.8,5.41
9.422222222,0.77,4.44
8.794444444,0.8,2.41
8.044444444,0.78,5.64
6.688888889,0.89,0
6.666666667,0.86,4.35
7.677777778,0.83,3.07
7.177777778,0.8,3.8
8.872222222,0.83,2.7
11.06666667,0.77,5.2
13.84444444,0.67,6.24
17.15555556,0.58,5.11
18.88888889,0.45,6.31
20.04444444,0.37,4.54
21.17777778,0.32,5.64
20.27777778,0.3,2.95
19.21111111,0.39,4.45
20.18333333,0.36,4.47
19.33888889,0.31,5.77
17.96111111,0.42,6.4
16.31111111,0.51,6.1
15.24444444,0.49,6.92
11.34444444,0.69,5.6
12.11111111,0.61,7.25
10.70555556,0.67,5.4
9.4,0.76,4.92
9.283333333,0.8,6.32
6.783333333,0.89,2.37
7.85,0.78,8.34
6.805555556,0.81,5.68
7.305555556,0.78,9.6
6.233333333,0.85,8.57
8.85,0.83,8.2
11.89444444,0.72,4.1
11.36666667,0.75,6.24
13.96111111,0.66,6.47
14.8,0.57,3.2
16.11666667,0.55,10.77
14.14444444,0.65,7.8
13.48888889,0.65,9.4
13.79444444,0.72,10.2
14,0.59,7.72
13.80555556,0.61,11.04
12.86111111,0.68,12.11
12.28888889,0.72,11.84
10.15,0.83,6.92
8.961111111,0.89,2.67
8.916666667,0.86,8.71
8.55,0.87,16.47
6.944444444,0.89,6.37
5.855555556,0.93,5.37
10.51111111,0.9,4.22
5.811111111,0.96,27.64
5.277777778,0.96,6
4.816666667,0.93,4.92
5.188888889,1,8.8
8.938888889,0.93,10.98
10.00555556,0.92,8.44
12.78333333,0.77,4.68
15.00555556,0.67,5.21
16.95,0.55,5.42
17.2,0.63,3.54
17.73333333,0.52,5.85
17.39444444,0.53,5.78
17.76111111,0.56,4.44
18.66666667,0.61,4.42
17.80555556,0.5,4.81
17.55,0.53,6.31
12.86666667,0.83,4.87
13.2,0.79,4.48
12.22222222,0.8,3.41
11.69444444,0.86,3.18
11.67777778,0.82,6.05
10.51111111,0.89,11.04
11.04444444,0.89,12.88
10.55555556,0.9,10.51
10.6,0.93,9.9
10.57777778,0.93,9.17
10.55555556,0.93,6.35
10.05,0.93,5.91
11.06666667,0.93,5
12.15,0.87,6.72
13.83888889,0.83,5.92
13.88888889,0.77,5.9
14.87222222,0.69,5.32
16.95555556,0.64,10.2
16.02777778,0.72,9.5
17.11111111,0.59,9.07
18.68888889,0.61,5.57
18.67777778,0.5,5.92
18.57222222,0.5,6.07
17.70555556,0.53,4.88
17.07777778,0.59,3.77
14.15555556,0.71,8.37
12.66111111,0.78,4.35
11.50555556,0.81,5.18
10.83888889,0.86,4.68
8.85,0.93,3.84
8.6,0.93,5.2
8.494444444,0.93,3.72
7.666666667,0.96,5.54
6.627777778,0.96,4.4
6.4,0.96,3.35
7.088888889,1,3.05
9.872222222,1,9.31
13.62222222,0.85,6.61
16.04444444,0.72,5.38
17.82777778,0.7,6.58
18.73333333,0.57,5.78
19.95555556,0.53,4.7
20.02777778,0.46,13.15
21.07222222,0.51,10.04
21.16111111,0.46,11.22
22.17777778,0.36,9
21.21111111,0.41,8.78
21.18333333,0.42,2.42
19.00555556,0.52,4.24
17.45555556,0.56,5.05
12.84444444,0.77,3.88
13.8,0.73,5.2
13.13888889,0.76,5.7
1.016666667,0.78,5.08
5.55,0.78,0.92
-0.116666667,0.86,10.52
0.972222222,0.85,14.61
0.15,0.9,6.95
-0.044444444,0.89,3.07
0.005555556,0.92,6.14
1.011111111,0.86,7.51
2.688888889,0.82,8.52
3.794444444,0.82,6.42
5.894444444,0.72,8.8
5.877777778,0.71,11.6
6.9,0.67,8.02
7.016666667,0.67,8.02
6.944444444,0.75,7.78
5.95,0.87,8.31
5.055555556,0.93,7.92
5.022222222,0.93,8.58
6.088888889,0.86,5.35
6.15,0.87,13.15
6.116666667,0.86,11.45
6.116666667,0.89,7.82
6.216666667,0.88,7.71
6.138888889,0.85,7.22
6.716666667,0.82,6.55
-0.072222222,0.85,9.25
7.733333333,0.73,5.02
7.155555556,0.68,2.98
6.711111111,0.71,4.42
5.05,0.76,3.78
4.094444444,0.81,4.35
5.916666667,0.71,4.87
7.222222222,0.65,2.98
8.866666667,0.58,5.54
9.827777778,0.55,4.57
9.95,0.58,5.94
9.977777778,0.58,5.3
9.944444444,0.58,4.9
10.05,0.54,3.7
9.955555556,0.57,6.47
8.761111111,0.62,9.24
6.155555556,0.75,5.6
4.027777778,0.75,4.7
3.988888889,0.75,2.55
2.827777778,0.76,2.57
2.161111111,0.75,2.98
1.266666667,0.79,3.57
-0.477777778,0.85,3.42
-0.477777778,0.85,3.3
3.655555556,0.83,6.05
-1.005555556,0.88,9.25
-1.027777778,0.92,8.32
0.161111111,0.89,5.92
-0.083333333,0.85,10
-1.144444444,0.88,5.64
-0.094444444,0.86,3.71
0.961111111,0.85,4.14
4.822222222,0.77,4.57
6.955555556,0.67,2.15
8.861111111,0.58,3.98
8.888888889,0.5,3.45
8.888888889,0.5,9.54
8.911111111,0.54,3.78
8.838888889,0.54,12.65
7.322222222,0.6,2.14
6.111111111,0.65,4.92
5.022222222,0.7,6.1
5,0.76,5.25
5,0.76,2.84
4.466666667,0.79,5.92
4.416666667,0.79,6
3.938888889,0.82,3.14
3.911111111,0.85,6.64
3.188888889,0.85,5.55
4.466666667,0.82,5.68
4.516666667,0.81,4.11
5.05,0.78,5.3
4.933333333,0.76,4.62
4.983333333,0.76,7.37
4.922222222,0.77,4.11
5.955555556,0.77,1.95
6.066666667,0.77,2.05
7.216666667,0.72,0
6.25,0.86,10.3
6.227777778,0.93,3.94
7.233333333,0.93,9.37
7.266666667,0.93,12.52
7.777777778,0.89,1.44
7.244444444,0.87,3.97
7.25,0.86,12.9
6.188888889,0.93,1.82
6.1,0.93,2.95
5.072222222,0.92,7.65
4.611111111,0.95,7.45
4.644444444,0.95,2.75
4.466666667,0.89,4.42
3.916666667,0.85,7.08
6.311111111,0.76,3.8
4.466666667,0.79,6.05
3.377777778,0.82,0
3.816666667,0.8,5.18
3.377777778,0.82,4.52
2.916666667,0.82,4.45
2.5,0.85,7.4
5,0.81,0
6.133333333,0.76,7.47
7.211111111,0.7,7.61
7.822222222,0.63,3.35
8.883333333,0.63,6.81
8.988888889,0.57,4.01
8.883333333,0.58,3.58
8.861111111,0.54,4.67
7.427777778,0.63,8.5
6.177777778,0.7,5.6
5.116666667,0.76,10.84
4.272222222,0.81,9.3
4.094444444,0.81,3.64
4.538888889,0.82,7.24
5.633333333,0.76,8.61
5.672222222,0.79,5.37
6.227777778,0.75,5.68
8.072222222,0.84,3.04
6.761111111,0.75,5.02
6.761111111,0.79,3.41
6.7,0.8,3.51
7.311111111,0.79,4.15
7.822222222,0.83,5.38
7.811111111,0.77,5.74
8.983333333,0.77,5.74
10.99444444,0.71,5.58
11.78333333,0.73,7.58
11.2,0.71,3.4
12.28888889,0.71,4.68
12.74444444,0.64,6.21
12.88888889,0.68,6.27
13.86111111,0.64,6.18
12.21111111,0.71,4.48
11.16111111,0.76,3.07
9.005555556,0.83,3.44
8.155555556,0.83,6.82
7.333333333,0.79,7.47
7.383333333,0.86,2.84
7.661111111,0.88,1.28
7.938888889,0.89,4.61
7.916666667,0.92,3.62
8.05,0.88,2.81
7.344444444,0.88,6.42
7.744444444,0.86,2.82
6.9,0.88,4.81
5.605555556,0.89,6.44
5.1,0.93,4.98
5.177777778,0.93,8.05
7.766666667,0.95,4.7
11.07222222,0.8,2.2
13.66666667,0.68,6.88
16.03888889,0.58,9.25
17.22222222,0.54,7.34
17.6,0.56,8.58
17.77777778,0.56,7.72
16.15555556,0.62,7.94
13.01666667,0.75,9.54
11.26666667,0.76,5.04
10.02222222,0.83,8.07
9.111111111,0.83,8.2
7.844444444,0.89,8.21
8.311111111,0.83,7.35
7.855555556,0.86,5.81
7.2,0.86,8.37
6.683333333,0.86,3.68
6.388888889,0.89,6.72
5.994444444,0.87,6.72
5.533333333,0.89,6.72
6.238888889,0.93,6.91
7.527777778,0.87,7.14
8.538888889,0.9,5.02
8.372222222,0.85,9.75
8.727777778,0.84,5.58
11.08888889,0.77,0.64
13.75555556,0.68,5.38
17.15,0.58,5.91
18.81666667,0.48,3.75
18.71666667,0.48,5.41
18.88333333,0.52,7.07
17.84444444,0.56,6.95
15.15,0.62,5.57
13.03333333,0.68,4.31
12.36666667,0.72,4.81
10.36111111,0.77,6.08
9.033333333,0.82,4.62
8.405555556,0.83,4.11
8.061111111,0.83,5.38
8.266666667,0.83,5.35
6.25,0.89,6.57
9.166666667,0.79,6.57
6.322222222,0.89,4.4
5.861111111,0.88,6.48
6.416666667,0.89,6.02
7.322222222,0.86,7.28
7.344444444,0.83,5.34
7.144444444,0.86,7.02
7.922222222,0.82,0
11.13888889,0.71,8.4
12.80555556,0.64,3.68
15.20555556,0.59,7.82
17.36111111,0.52,4.32
17.81666667,0.49,6.07
17.86666667,0.52,7.71
17.35555556,0.54,5.27
15.25555556,0.61,7.48
13.03333333,0.71,6.08
13.01111111,0.71,6.62
12.32777778,0.72,4.11
12.89444444,0.69,6.54
12.32222222,0.72,4.17
12.05555556,0.7,4.7
11.63333333,0.69,4.98
11.09444444,0.72,6.95
8.833333333,0.8,6.01
7.366666667,0.79,7.78
6.694444444,0.8,8.74
5.744444444,0.86,5.61
5.138888889,0.86,7.8
5.094444444,0.86,4.27
5.016666667,0.87,3.12
7.2,0.8,9.35
10.16111111,0.71,2.58
13.69444444,0.64,5.75
16.11111111,0.56,7.41
17.77777778,0.52,8.08
18.66666667,0.49,3.94
17.36111111,0.54,3.9
16.22777778,0.58,5
14.4,0.65,2.47
12.87222222,0.72,6.04
12.26666667,0.72,5.97
11.21666667,0.76,5.32
11.15555556,0.77,4.45
11.06666667,0.72,6.64
10.44444444,0.73,4.47
9.005555556,0.8,5.95
9.422222222,0.78,5.68
7.933333333,0.86,2.74
8.938888889,0.8,2.25
7.85,0.83,5.02
7.477777778,0.86,5.18
7.877777778,0.89,4
8.405555556,0.86,3.27
7.516666667,0.86,2.48
7.872222222,0.89,22.58
10.02777778,0.83,6.58
12.13888889,0.75,5.48
12.84444444,0.72,5.07
15.04444444,0.62,9.04
16.08333333,0.61,7.44
16.15555556,0.58,3.5
13.93333333,0.67,5.05
12.87222222,0.71,8.14
12.17222222,0.73,2.77
12.02777778,0.73,6.75
10.08333333,0.83,6.3
9.855555556,0.78,5.6
8.7,0.84,2.51
7.727777778,0.87,2.07
7.15,0.89,7.34
6.111111111,0.82,4.71
-0.211111111,0.67,4.67
6.061111111,0.73,2.08
6.038888889,0.71,3.78
4.977777778,0.73,6.32
3.838888889,0.7,3.07
2.777777778,0.76,4.84
2.822222222,0.7,5
2.777777778,0.7,4.52
3.888888889,0.64,6.28
